CustNum	25
DroneNum	3
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime	MIN_CRUISE_SPEED_MS	MAX_CRUISE_SPEED_MS	VERTICAL_SPEED_MS	WIND_SPEED_UNIFORM_MS	WIND_SPEED_RAYLEIGH_MS
0	0	0	0.0	0		9435	10.0	25.0	0.5	7.1468	2.6110
1	165	171	0.1	2551		5888	10.0	25.0	0.5	7.1468	2.6110
2	459	476	0.1	5800		8011	10.0	25.0	0.5	7.1468	2.6110
3	220	272	0.6	6011		7430	10.0	25.0	0.5	7.1468	2.6110
4	105	208	0.2	2220		4155	10.0	25.0	0.5	7.1468	2.6110
5	458	135	0.2	1798		3556	10.0	25.0	0.5	7.1468	2.6110
6	347	462	0.5	7149		8857	10.0	25.0	0.5	7.1468	2.6110
7	56	316	0.5	4696		6707	10.0	25.0	0.5	7.1468	2.6110
8	4	241	0.5	3171		5214	10.0	25.0	0.5	7.1468	2.6110
9	414	207	0.3	7341		8972	10.0	25.0	0.5	7.1468	2.6110
10	306	375	0.1	744		3365	10.0	25.0	0.5	7.1468	2.6110
11	81	378	1.1	5976		8351	10.0	25.0	0.5	7.1468	2.6110
12	339	311	0.4	1470		3579	10.0	25.0	0.5	7.1468	2.6110
13	33	89	0.4	6295		8697	10.0	25.0	0.5	7.1468	2.6110
14	459	414	0.6	4908		6115	10.0	25.0	0.5	7.1468	2.6110
15	220	124	0.9	2063		4422	10.0	25.0	0.5	7.1468	2.6110
16	364	306	0.2	7029		8959	10.0	25.0	0.5	7.1468	2.6110
17	197	324	0.1	963		3943	10.0	25.0	0.5	7.1468	2.6110
18	399	132	1.0	4748		6070	10.0	25.0	0.5	7.1468	2.6110
19	314	134	0.7	5864		7980	10.0	25.0	0.5	7.1468	2.6110
20	456	163	1.3	571		3403	10.0	25.0	0.5	7.1468	2.6110
21	200	173	0.8	6105		8097	10.0	25.0	0.5	7.1468	2.6110
22	39	8	0.6	234		2151	10.0	25.0	0.5	7.1468	2.6110
23	169	0	1.4	7650		9252	10.0	25.0	0.5	7.1468	2.6110
24	308	363	0.7	792		3086	10.0	25.0	0.5	7.1468	2.6110
25	419	50	0.2	2547		4882	10.0	25.0	0.5	7.1468	2.6110
26	0	0	0.0	0		9435	10.0	25.0	0.5	7.1468	2.6110
