CustNum	10
DroneNum	2
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime	MIN_CRUISE_SPEED_MS	MAX_CRUISE_SPEED_MS	VERTICAL_SPEED_MS	WIND_SPEED_UNIFORM_MS	WIND_SPEED_RAYLEIGH_MS
0	480	480	0.0	0		5152	10.0	25.0	0.5	5.4830	6.6770
1	910	164	0.2	1803		3333	10.0	25.0	0.5	5.4830	6.6770
2	90	80	0.7	2740		3862	10.0	25.0	0.5	5.4830	6.6770
3	611	846	0.4	1115		1682	10.0	25.0	0.5	5.4830	6.6770
4	422	353	0.3	2928		4009	10.0	25.0	0.5	5.4830	6.6770
5	282	727	0.6	2074		3187	10.0	25.0	0.5	5.4830	6.6770
6	98	192	0.3	2377		3508	10.0	25.0	0.5	5.4830	6.6770
7	100	403	0.7	3275		4544	10.0	25.0	0.5	5.4830	6.6770
8	221	33	0.8	3401		4253	10.0	25.0	0.5	5.4830	6.6770
9	658	935	0.4	4233		4663	10.0	25.0	0.5	5.4830	6.6770
10	489	696	1.3	1347		2320	10.0	25.0	0.5	5.4830	6.6770
11	480	480	0.0	0		5152	10.0	25.0	0.5	5.4830	6.6770
