CustNum	35
DroneNum	5
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime	MIN_CRUISE_SPEED_MS	MAX_CRUISE_SPEED_MS	VERTICAL_SPEED_MS	WIND_SPEED_UNIFORM_MS	WIND_SPEED_RAYLEIGH_MS
0	480	480	0.0	0		7904	10.0	25.0	0.5	3.0795	2.3630
1	510	758	0.3	3469		5655	10.0	25.0	0.5	3.0795	2.3630
2	736	581	0.6	4833		7038	10.0	25.0	0.5	3.0795	2.3630
3	916	127	0.7	4289		5987	10.0	25.0	0.5	3.0795	2.3630
4	165	840	0.4	3720		5561	10.0	25.0	0.5	3.0795	2.3630
5	420	81	0.7	6797		7500	10.0	25.0	0.5	3.0795	2.3630
6	616	913	0.7	1418		3361	10.0	25.0	0.5	3.0795	2.3630
7	438	472	0.1	4521		6814	10.0	25.0	0.5	3.0795	2.3630
8	604	934	0.2	1306		2744	10.0	25.0	0.5	3.0795	2.3630
9	630	43	0.2	3679		5906	10.0	25.0	0.5	3.0795	2.3630
10	541	436	0.3	2513		4342	10.0	25.0	0.5	3.0795	2.3630
11	181	333	0.3	1307		2886	10.0	25.0	0.5	3.0795	2.3630
12	836	83	0.3	3908		5064	10.0	25.0	0.5	3.0795	2.3630
13	846	213	0.2	4570		5884	10.0	25.0	0.5	3.0795	2.3630
14	308	205	0.2	2837		4704	10.0	25.0	0.5	3.0795	2.3630
15	151	801	0.4	460		1256	10.0	25.0	0.5	3.0795	2.3630
16	287	661	0.6	1443		3221	10.0	25.0	0.5	3.0795	2.3630
17	408	694	0.7	3361		5941	10.0	25.0	0.5	3.0795	2.3630
18	661	417	1.3	1207		2637	10.0	25.0	0.5	3.0795	2.3630
19	451	753	0.7	6358		7629	10.0	25.0	0.5	3.0795	2.3630
20	70	61	0.8	781		2124	10.0	25.0	0.5	3.0795	2.3630
21	487	82	0.4	2573		4265	10.0	25.0	0.5	3.0795	2.3630
22	923	154	1.2	551		1916	10.0	25.0	0.5	3.0795	2.3630
23	831	14	0.1	2020		4289	10.0	25.0	0.5	3.0795	2.3630
24	205	340	0.9	718		2843	10.0	25.0	0.5	3.0795	2.3630
25	193	364	0.4	886		2878	10.0	25.0	0.5	3.0795	2.3630
26	677	314	0.5	2263		3944	10.0	25.0	0.5	3.0795	2.3630
27	418	934	1.0	459		1513	10.0	25.0	0.5	3.0795	2.3630
28	494	332	0.5	4741		7061	10.0	25.0	0.5	3.0795	2.3630
29	603	950	0.7	2164		4199	10.0	25.0	0.5	3.0795	2.3630
30	137	498	0.8	3040		4588	10.0	25.0	0.5	3.0795	2.3630
31	73	927	0.6	605		1553	10.0	25.0	0.5	3.0795	2.3630
32	413	256	0.1	1177		3209	10.0	25.0	0.5	3.0795	2.3630
33	293	835	0.4	4955		6821	10.0	25.0	0.5	3.0795	2.3630
34	892	819	0.4	1290		3329	10.0	25.0	0.5	3.0795	2.3630
35	819	139	0.9	2981		5354	10.0	25.0	0.5	3.0795	2.3630
36	480	480	0.0	0		7904	10.0	25.0	0.5	3.0795	2.3630
