CustNum	40
DroneNum	6
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime	MIN_CRUISE_SPEED_MS	MAX_CRUISE_SPEED_MS	VERTICAL_SPEED_MS	WIND_SPEED_UNIFORM_MS	WIND_SPEED_RAYLEIGH_MS
0	480	480	0.0	0		7627	10.0	25.0	0.5	7.4056	3.6705
1	503	18	0.4	463		1322	10.0	25.0	0.5	7.4056	3.6705
2	412	127	0.4	4062		5383	10.0	25.0	0.5	7.4056	3.6705
3	359	688	0.1	2296		4120	10.0	25.0	0.5	7.4056	3.6705
4	97	884	0.2	5265		7070	10.0	25.0	0.5	7.4056	3.6705
5	905	436	0.1	5926		7199	10.0	25.0	0.5	7.4056	3.6705
6	507	616	0.3	2651		4598	10.0	25.0	0.5	7.4056	3.6705
7	316	863	0.3	417		2117	10.0	25.0	0.5	7.4056	3.6705
8	268	102	0.7	2475		3483	10.0	25.0	0.5	7.4056	3.6705
9	86	325	0.3	424		1542	10.0	25.0	0.5	7.4056	3.6705
10	137	431	0.2	3111		4832	10.0	25.0	0.5	7.4056	3.6705
11	350	151	0.3	5129		6883	10.0	25.0	0.5	7.4056	3.6705
12	924	109	0.1	579		1903	10.0	25.0	0.5	7.4056	3.6705
13	837	125	0.3	504		2052	10.0	25.0	0.5	7.4056	3.6705
14	877	628	0.7	3992		5228	10.0	25.0	0.5	7.4056	3.6705
15	610	207	0.2	1614		3444	10.0	25.0	0.5	7.4056	3.6705
16	734	891	0.5	3150		4587	10.0	25.0	0.5	7.4056	3.6705
17	339	919	1.3	586		2312	10.0	25.0	0.5	7.4056	3.6705
18	507	299	1.5	1048		3194	10.0	25.0	0.5	7.4056	3.6705
19	124	113	1.0	3246		5488	10.0	25.0	0.5	7.4056	3.6705
20	96	167	0.4	1125		3284	10.0	25.0	0.5	7.4056	3.6705
21	843	850	1.1	5003		6145	10.0	25.0	0.5	7.4056	3.6705
22	747	132	0.6	1451		3175	10.0	25.0	0.5	7.4056	3.6705
23	342	634	0.2	1400		2682	10.0	25.0	0.5	7.4056	3.6705
24	93	26	0.4	6084		7030	10.0	25.0	0.5	7.4056	3.6705
25	413	226	0.2	2358		5052	10.0	25.0	0.5	7.4056	3.6705
26	387	49	0.2	1492		3144	10.0	25.0	0.5	7.4056	3.6705
27	528	770	0.6	4153		5865	10.0	25.0	0.5	7.4056	3.6705
28	539	890	1.4	5419		7212	10.0	25.0	0.5	7.4056	3.6705
29	480	866	0.7	1547		3640	10.0	25.0	0.5	7.4056	3.6705
30	582	133	1.5	396		2486	10.0	25.0	0.5	7.4056	3.6705
31	880	267	1.0	3980		5715	10.0	25.0	0.5	7.4056	3.6705
32	406	631	1.5	2522		4568	10.0	25.0	0.5	7.4056	3.6705
33	196	103	0.9	714		2588	10.0	25.0	0.5	7.4056	3.6705
34	249	193	1.4	6411		7258	10.0	25.0	0.5	7.4056	3.6705
35	263	852	0.9	2222		4134	10.0	25.0	0.5	7.4056	3.6705
36	691	317	0.9	3880		6094	10.0	25.0	0.5	7.4056	3.6705
37	825	395	0.5	5236		6780	10.0	25.0	0.5	7.4056	3.6705
38	816	433	0.3	2073		4667	10.0	25.0	0.5	7.4056	3.6705
39	239	614	0.6	648		2552	10.0	25.0	0.5	7.4056	3.6705
40	25	786	0.4	5781		7078	10.0	25.0	0.5	7.4056	3.6705
41	480	480	0.0	0		7627	10.0	25.0	0.5	7.4056	3.6705
